"Date","Price","Open","High","Low","Vol.","Change %"
"01/06/2025","83.103600","85.558197","85.558197","82.155052","","-2.83%"
"01/03/2025","85.521599","86.007103","86.781998","85.537003","","-0.52%"
"01/02/2025","85.970299","87.950951","89.113297","85.238853","","-2.21%"
"01/01/2025","87.913399","87.950951","87.950951","87.950951","","0.00%"
"12/31/2024","87.913399","85.626350","87.950951","81.372147","","2.72%"
"12/30/2024","85.581703","81.945549","86.013802","80.364700","","4.48%"
"12/27/2024","81.910301","77.357552","82.816254","77.087799","","5.94%"
"12/26/2024","77.319901","76.970802","77.677101","76.389053","","0.97%"
"12/25/2024","76.580200","77.460503","77.723999","76.972801","","-1.09%"
"12/24/2024","77.427002","78.456802","78.666054","77.035347","","-1.27%"
"12/23/2024","78.422897","79.887848","80.162300","77.412354","","-1.79%"
"12/20/2024","79.853401","80.387947","81.004303","79.244797","","-0.62%"
"12/19/2024","80.353203","81.384148","81.393303","78.917603","","-1.22%"
"12/18/2024","81.348999","81.274849","81.967300","79.359253","","0.13%"
"12/17/2024","81.239799","80.466850","81.414803","78.876549","","1.00%"
"12/16/2024","80.432098","81.133499","81.269302","79.192497","","-0.82%"
"12/13/2024","81.098503","81.647949","81.837196","79.315147","","-0.63%"
"12/12/2024","81.612701","81.947952","82.561897","80.060051","","-0.37%"
"12/11/2024","81.912598","80.044899","84.529449","78.848701","","2.38%"
"12/10/2024","80.010300","77.752899","80.044899","77.460251","","2.95%"
"12/09/2024","77.719200","78.180550","78.288048","76.819847","","-0.55%"
"12/06/2024","78.146698","78.678146","79.464951","76.738503","","-0.55%"
"12/05/2024","78.577904","81.916946","81.924751","76.338799","","-4.03%"
"12/04/2024","81.881500","81.699303","82.477402","80.143150","","0.27%"
"12/03/2024","81.664001","82.084396","83.670700","80.871353","","-1.16%"
"12/02/2024","82.618599","83.496696","84.500450","82.165398","","-0.26%"
"11/29/2024","82.830704","84.057251","85.505051","81.312302","","-1.42%"
"11/28/2024","84.021004","88.065552","88.385696","82.201447","","-4.55%"
"11/27/2024","88.027802","82.290199","89.118500","80.582649","","7.02%"
"11/26/2024","82.254601","81.156250","84.201248","79.950203","","1.40%"
"11/25/2024","81.121101","81.338699","81.527252","79.670547","","-0.02%"
"11/22/2024","81.139503","78.868202","81.415199","78.136299","","2.92%"
"11/21/2024","78.834000","78.105797","79.076447","77.639999","","0.79%"
"11/20/2024","78.217903","78.305000","78.567146","77.563797","","0.33%"
"11/19/2024","77.961601","77.778053","78.733597","77.599350","","0.28%"
"11/18/2024","77.743797","78.049950","78.482697","77.701447","","-0.35%"
"11/15/2024","78.015999","77.735352","78.436653","77.337898","","0.52%"
"11/14/2024","77.613098","76.904846","78.661552","76.124100","","0.96%"
"11/13/2024","76.871300","76.278351","77.205902","76.225647","","0.54%"
"11/12/2024","76.455597","74.977654","76.791451","74.750000","","2.02%"
"11/11/2024","74.944901","76.113197","77.008301","74.587151","","-1.49%"
"11/08/2024","76.080002","76.640404","76.897903","75.767151","","-0.69%"
"11/07/2024","76.606903","76.034348","77.041252","75.307648","","0.80%"
"11/06/2024","76.001099","76.555847","78.577202","74.364052","","-0.68%"
"11/05/2024","76.522400","76.903099","77.188454","76.048653","","-0.45%"
"11/04/2024","76.865196","76.592247","77.507797","76.131149","","0.40%"
"11/01/2024","76.558800","76.192703","77.010651","75.872047","","0.52%"
"10/31/2024","76.159401","75.862999","76.386497","75.689148","","0.44%"
"10/30/2024","75.825500","76.261353","76.654404","75.484253","","-0.53%"
"10/29/2024","76.227997","75.936348","76.701950","74.814400","","0.43%"
"10/28/2024","75.898903","75.926750","76.612648","75.468048","","0.01%"
"10/25/2024","75.893600","75.100754","76.118698","74.894249","","1.72%"
"10/24/2024","74.608902","74.836853","75.845848","74.515549","","-0.26%"
"10/23/2024","74.804199","74.700447","75.580048","74.529198","","0.18%"
"10/22/2024","74.667801","75.594902","75.916649","74.592598","","-1.18%"
"10/21/2024","75.561897","75.496651","76.357147","74.692497","","0.45%"
"10/18/2024","75.223602","75.568199","75.958351","74.326202","","-0.37%"
"10/17/2024","75.499603","75.568047","76.368950","75.387604","","0.00%"
"10/16/2024","75.499496","75.568047","76.349052","75.532799","","0.00%"
"10/15/2024","75.499496","74.669800","77.423050","73.420097","","1.16%"
"10/14/2024","74.637100","75.029503","75.431396","74.566948","","-0.48%"
"10/11/2024","74.996597","75.656052","76.133850","74.511848","","-0.83%"
